"","Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","teams","opp","date","pinn.odds","totals","opp_dfsnm","AvgPEV","Cnt","DKPos"
"283","PF","Rakeem Christmas",3000,"Sac@Ind 07:00PM ET",3.417,"IND","Indiana","Sacramento",2017-01-27,-4.5,210.5,"SAC",0.0758555555555552,36,"PF"
"284","PF","Georges Niang",3000,"Sac@Ind 07:00PM ET",2.316,"IND","Indiana","Sacramento",2017-01-27,-4.5,210.5,"SAC",0.0758555555555552,36,"PF"
"285","PF","Skal Labissiere",3000,"Sac@Ind 07:00PM ET",5.45,"SAC","Sacramento","Indiana",2017-01-27,4.5,210.5,"IND",-1.50571142857143,35,"PF"
"286","PF","Kyle Wiltjer",3000,"Hou@Phi 08:00PM ET",2.306,"HOU","Houston","Philadelphia",2017-01-27,-6.5,220,"PHI",-2.57673611111111,36,"PF"
"287","PF","Jared Sullinger",3000,"Mil@Tor 07:30PM ET",9.55,"TOR","Toronto","Milwaukee",2017-01-27,-5,212.5,"MIL",2.993865,40,"PF"
"288","PF","Mirza Teletovic",3000,"Mil@Tor 07:30PM ET",12.655,"MIL","Milwaukee","Toronto",2017-01-27,5,212.5,"TOR",0.0284710526315787,38,"PF"
"289","PF","Pascal Siakam",3000,"Mil@Tor 07:30PM ET",12.013,"TOR","Toronto","Milwaukee",2017-01-27,-5,212.5,"MIL",2.993865,40,"PF"
"290","PF","Thon Maker",3000,"Mil@Tor 07:30PM ET",4.298,"MIL","Milwaukee","Toronto",2017-01-27,5,212.5,"TOR",0.0284710526315787,38,"PF"
"291","SF/PF","Davis Bertans",3000,"SA@NO 08:00PM ET",7.568,"SAS","San Antonio","New Orleans",2017-01-27,-6,210.5,"NOR",1.38760606060606,33,"PF"
"292","PF","Joel Anthony",3000,"SA@NO 08:00PM ET",5,"SAS","San Antonio","New Orleans",2017-01-27,-6,210.5,"NOR",1.38760606060606,33,"PF"
"293","PF","Cheick Diallo",3000,"SA@NO 08:00PM ET",9.8,"NOR","New Orleans","San Antonio",2017-01-27,6,210.5,"SAS",-0.0436228571428572,35,"PF"
"294","PF/C","Meyers Leonard",3000,"Mem@Por 10:00PM ET",12.11,"POR","Portland","Memphis",2017-01-27,-1,205.5,"MEM",-0.183688235294118,34,"PF"
"295","PF","Jake Layman",3000,"Mem@Por 10:00PM ET",4.348,"POR","Portland","Memphis",2017-01-27,-1,205.5,"MEM",-0.183688235294118,34,"PF"
"296","PF","Jarell Martin",3000,"Mem@Por 10:00PM ET",9.944,"MEM","Memphis","Portland",2017-01-27,1,205.5,"POR",-1.66895428571429,35,"PF"
"297","PF","Noah Vonleh",3000,"Mem@Por 10:00PM ET",9.692,"POR","Portland","Memphis",2017-01-27,-1,205.5,"MEM",-0.183688235294118,34,"PF"
"298","PF","Deyonta Davis",3000,"Mem@Por 10:00PM ET",5.677,"MEM","Memphis","Portland",2017-01-27,1,205.5,"POR",-1.66895428571429,35,"PF"
"299","PF/C","DeMarcus Cousins",11000,"Sac@Ind 07:00PM ET",53.188,"SAC","Sacramento","Indiana",2017-01-27,4.5,210.5,"IND",0.746124242424242,33,"C"
"300","C","Anthony Davis",9700,"SA@NO 08:00PM ET",53.506,"NOR","New Orleans","San Antonio",2017-01-27,6,210.5,"SAS",-0.941505405405405,37,"C"
"301","C","Joel Embiid",8400,"Hou@Phi 08:00PM ET",38.417,"PHI","Philadelphia","Houston",2017-01-27,6.5,220,"HOU",1.41212058823529,34,"C"
"302","PF/C","Kevin Love",8100,"Bkn@Cle 07:30PM ET",40.795,"CLE","Cleveland","Brooklyn",2017-01-27,-15.5,227.5,"BKN",-0.0880676470588234,34,"C"
"303","C","Marc Gasol",8000,"Mem@Por 10:00PM ET",39.261,"MEM","Memphis","Portland",2017-01-27,1,205.5,"POR",-2.04740277777778,36,"C"
"304","C","Hassan Whiteside",7400,"Mia@Chi 08:00PM ET",40.911,"MIA","Miami","Chicago",2017-01-27,7.5,203.5,"CHI",3.533634375,32,"C"
"305","C","Al Horford",7000,"Orl@Bos 07:30PM ET",36.471,"BOS","Boston","Orlando",2017-01-27,-8,215.5,"ORL",1.32121578947368,38,"C"
"306","PF/C","Terrence Jones",6900,"SA@NO 08:00PM ET",24.29,"NOR","New Orleans","San Antonio",2017-01-27,6,210.5,"SAS",-0.941505405405405,37,"C"
"307","C","Dwight Howard",6700,"Was@Atl 08:00PM ET",35.976,"ATL","Atlanta","Washington",2017-01-27,-3.5,214.5,"WAS",-1.19708333333333,36,"C"
"308","C","Myles Turner",6600,"Sac@Ind 07:00PM ET",32.659,"IND","Indiana","Sacramento",2017-01-27,-4.5,210.5,"SAC",0.597985294117647,34,"C"
"309","C","Nikola Vucevic",6500,"Orl@Bos 07:30PM ET",33.801,"ORL","Orlando","Boston",2017-01-27,8,215.5,"BOS",1.23513666666667,30,"C"
"310","C","Brook Lopez",6500,"Bkn@Cle 07:30PM ET",35.11,"BKN","Brooklyn","Cleveland",2017-01-27,15.5,227.5,"CLE",0.0761899999999999,30,"C"
"311","PF/C","Serge Ibaka",6300,"Orl@Bos 07:30PM ET",30.277,"ORL","Orlando","Boston",2017-01-27,8,215.5,"BOS",1.23513666666667,30,"C"
"312","C","Mason Plumlee",6100,"Mem@Por 10:00PM ET",30.979,"POR","Portland","Memphis",2017-01-27,-1,205.5,"MEM",1.03883428571429,35,"C"
"313","PF/C","Zach Randolph",6000,"Mem@Por 10:00PM ET",27.931,"MEM","Memphis","Portland",2017-01-27,1,205.5,"POR",-2.04740277777778,36,"C"
"314","PF/C","David Lee",5900,"SA@NO 08:00PM ET",17.165,"SAS","San Antonio","New Orleans",2017-01-27,-6,210.5,"NOR",1.12162647058824,34,"C"
"315","PF/C","Nerlens Noel",5800,"Hou@Phi 08:00PM ET",18.778,"PHI","Philadelphia","Houston",2017-01-27,6.5,220,"HOU",1.41212058823529,34,"C"
"316","C","Jonas Valanciunas",5800,"Mil@Tor 07:30PM ET",27.989,"TOR","Toronto","Milwaukee",2017-01-27,-5,212.5,"MIL",-0.0156945945945948,37,"C"
"317","C","Marcin Gortat",5500,"Was@Atl 08:00PM ET",30.806,"WAS","Washington","Atlanta",2017-01-27,3.5,214.5,"ATL",-1.21561052631579,38,"C"
"318","C","Greg Monroe",5300,"Mil@Tor 07:30PM ET",25.778,"MIL","Milwaukee","Toronto",2017-01-27,5,212.5,"TOR",0.9353225,40,"C"
"319","C","Cody Zeller",5000,"Cha@NY 07:30PM ET",24.375,"CHA","Charlotte","New York",2017-01-27,-1,211.5,"NYK",2.43503888888889,36,"C"
"320","C","Pau Gasol",5000,"SA@NO 08:00PM ET",28.686,"SAS","San Antonio","New Orleans",2017-01-27,-6,210.5,"NOR",1.12162647058824,34,"C"
"321","C","Willie Reed",4700,"Mia@Chi 08:00PM ET",13.865,"MIA","Miami","Chicago",2017-01-27,7.5,203.5,"CHI",3.533634375,32,"C"
"322","C","Jahlil Okafor",4700,"Hou@Phi 08:00PM ET",21.177,"PHI","Philadelphia","Houston",2017-01-27,6.5,220,"HOU",1.41212058823529,34,"C"
"323","PF/C","Taj Gibson",4600,"Mia@Chi 08:00PM ET",24.783,"CHI","Chicago","Miami",2017-01-27,-7.5,203.5,"MIA",-0.098509090909091,33,"C"
"324","C","Tristan Thompson",4600,"Bkn@Cle 07:30PM ET",23.636,"CLE","Cleveland","Brooklyn",2017-01-27,-15.5,227.5,"BKN",-0.0880676470588234,34,"C"
"325","C","Clint Capela",4600,"Hou@Phi 08:00PM ET",25.86,"HOU","Houston","Philadelphia",2017-01-27,-6.5,220,"PHI",1.88417647058824,34,"C"
"326","PF/C","Spencer Hawes",4300,"Cha@NY 07:30PM ET",16.919,"CHA","Charlotte","New York",2017-01-27,-1,211.5,"NYK",2.43503888888889,36,"C"
"327","PF/C","Kelly Olynyk",4200,"Orl@Bos 07:30PM ET",18.814,"BOS","Boston","Orlando",2017-01-27,-8,215.5,"ORL",1.32121578947368,38,"C"
"328","C","Robin Lopez",4200,"Mia@Chi 08:00PM ET",22.404,"CHI","Chicago","Miami",2017-01-27,-7.5,203.5,"MIA",-0.098509090909091,33,"C"
"329","PF/C","Lucas Nogueira",4000,"Mil@Tor 07:30PM ET",17.703,"TOR","Toronto","Milwaukee",2017-01-27,-5,212.5,"MIL",-0.0156945945945948,37,"C"
"330","C","Bismack Biyombo",3900,"Orl@Bos 07:30PM ET",20.31,"ORL","Orlando","Boston",2017-01-27,8,215.5,"BOS",1.23513666666667,30,"C"
"331","C","Guillermo Hernangomez",3900,"Cha@NY 07:30PM ET",14.603,"NYK","New York","Charlotte",2017-01-27,1,211.5,"CHA",1.35479705882353,34,"C"
"332","PF/C","Amir Johnson",3700,"Orl@Bos 07:30PM ET",16.761,"BOS","Boston","Orlando",2017-01-27,-8,215.5,"ORL",1.32121578947368,38,"C"
"333","C","Joakim Noah",3700,"Cha@NY 07:30PM ET",22.683,"NYK","New York","Charlotte",2017-01-27,1,211.5,"CHA",1.35479705882353,34,"C"
"334","C","Montrezl Harrell",3700,"Hou@Phi 08:00PM ET",18.288,"HOU","Houston","Philadelphia",2017-01-27,-6.5,220,"PHI",1.88417647058824,34,"C"
"335","PF/C","Kyle O'Quinn",3600,"Cha@NY 07:30PM ET",17.456,"NYK","New York","Charlotte",2017-01-27,1,211.5,"CHA",1.35479705882353,34,"C"
"336","C","Dewayne Dedmon",3600,"SA@NO 08:00PM ET",15.474,"SAS","San Antonio","New Orleans",2017-01-27,-6,210.5,"NOR",1.12162647058824,34,"C"
"337","PF/C","Channing Frye",3500,"Bkn@Cle 07:30PM ET",16.561,"CLE","Cleveland","Brooklyn",2017-01-27,-15.5,227.5,"BKN",-0.0880676470588234,34,"C"
"338","PF/C","Donatas Motiejunas",3500,"SA@NO 08:00PM ET",13.083,"NOR","New Orleans","San Antonio",2017-01-27,6,210.5,"SAS",-0.941505405405405,37,"C"
"339","PF/C","Justin Hamilton",3300,"Bkn@Cle 07:30PM ET",16.154,"BKN","Brooklyn","Cleveland",2017-01-27,15.5,227.5,"CLE",0.0761899999999999,30,"C"
"340","C","Al Jefferson",3200,"Sac@Ind 07:00PM ET",16.306,"IND","Indiana","Sacramento",2017-01-27,-4.5,210.5,"SAC",0.597985294117647,34,"C"
"341","C","John Henson",3200,"Mil@Tor 07:30PM ET",18.085,"MIL","Milwaukee","Toronto",2017-01-27,5,212.5,"TOR",0.9353225,40,"C"
"342","PF/C","Kris Humphries",3100,"Was@Atl 08:00PM ET",11.142,"ATL","Atlanta","Washington",2017-01-27,-3.5,214.5,"WAS",-1.19708333333333,36,"C"
"343","PF/C","Jason Smith",3000,"Was@Atl 08:00PM ET",10.326,"WAS","Washington","Atlanta",2017-01-27,3.5,214.5,"ATL",-1.21561052631579,38,"C"
"344","PF/C","Mike Muscala",3000,"Was@Atl 08:00PM ET",16.594,"ATL","Atlanta","Washington",2017-01-27,-3.5,214.5,"WAS",-1.19708333333333,36,"C"
"345","C","Ian Mahinmi",3000,"Was@Atl 08:00PM ET",5.25,"WAS","Washington","Atlanta",2017-01-27,3.5,214.5,"ATL",-1.21561052631579,38,"C"
"346","C","Tiago Splitter",3000,"Was@Atl 08:00PM ET",0,"ATL","Atlanta","Washington",2017-01-27,-3.5,214.5,"WAS",-1.19708333333333,36,"C"
"347","C","Andrew Nicholson",3000,"Was@Atl 08:00PM ET",5.84,"WAS","Washington","Atlanta",2017-01-27,3.5,214.5,"ATL",-1.21561052631579,38,"C"
"348","C","Daniel Ochefu",3000,"Was@Atl 08:00PM ET",3.045,"WAS","Washington","Atlanta",2017-01-27,3.5,214.5,"ATL",-1.21561052631579,38,"C"
"349","C","Tyler Zeller",3000,"Orl@Bos 07:30PM ET",10.454,"BOS","Boston","Orlando",2017-01-27,-8,215.5,"ORL",1.32121578947368,38,"C"
"350","C","Udonis Haslem",3000,"Mia@Chi 08:00PM ET",5.679,"MIA","Miami","Chicago",2017-01-27,7.5,203.5,"CHI",3.533634375,32,"C"
"351","C","Cristiano Felicio",3000,"Mia@Chi 08:00PM ET",12.75,"CHI","Chicago","Miami",2017-01-27,-7.5,203.5,"MIA",-0.098509090909091,33,"C"
"352","C","Chris Andersen",3000,"Bkn@Cle 07:30PM ET",7.979,"CLE","Cleveland","Brooklyn",2017-01-27,-15.5,227.5,"BKN",-0.0880676470588234,34,"C"
"353","C","Luis Scola",3000,"Bkn@Cle 07:30PM ET",12.266,"BKN","Brooklyn","Cleveland",2017-01-27,15.5,227.5,"CLE",0.0761899999999999,30,"C"
"354","C","Roy Hibbert",3000,"Cha@NY 07:30PM ET",12.66,"CHA","Charlotte","New York",2017-01-27,-1,211.5,"NYK",2.43503888888889,36,"C"
"355","C","Marshall Plumlee",3000,"Cha@NY 07:30PM ET",7.9,"NYK","New York","Charlotte",2017-01-27,1,211.5,"CHA",1.35479705882353,34,"C"
"356","PF/C","Kevin Seraphin",3000,"Sac@Ind 07:00PM ET",9.444,"IND","Indiana","Sacramento",2017-01-27,-4.5,210.5,"SAC",0.597985294117647,34,"C"
"357","C","Kosta Koufos",3000,"Sac@Ind 07:00PM ET",15.822,"SAC","Sacramento","Indiana",2017-01-27,4.5,210.5,"IND",0.746124242424242,33,"C"
"358","C","Lavoy Allen",3000,"Sac@Ind 07:00PM ET",6.508,"IND","Indiana","Sacramento",2017-01-27,-4.5,210.5,"SAC",0.597985294117647,34,"C"
"359","C","Willie Cauley-Stein",3000,"Sac@Ind 07:00PM ET",9.329,"SAC","Sacramento","Indiana",2017-01-27,4.5,210.5,"IND",0.746124242424242,33,"C"
"360","C","Georgios Papagiannis",3000,"Sac@Ind 07:00PM ET",1.375,"SAC","Sacramento","Indiana",2017-01-27,4.5,210.5,"IND",0.746124242424242,33,"C"
"361","C","Nene Hilario",3000,"Hou@Phi 08:00PM ET",16.054,"HOU","Houston","Philadelphia",2017-01-27,-6.5,220,"PHI",1.88417647058824,34,"C"
"362","C","Chinanu Onuaku",3000,"Hou@Phi 08:00PM ET",6.625,"HOU","Houston","Philadelphia",2017-01-27,-6.5,220,"PHI",1.88417647058824,34,"C"
"363","C","Miles Plumlee",3000,"Mil@Tor 07:30PM ET",6.363,"MIL","Milwaukee","Toronto",2017-01-27,5,212.5,"TOR",0.9353225,40,"C"
"364","C","Jakob Poeltl",3000,"Mil@Tor 07:30PM ET",6.89,"TOR","Toronto","Milwaukee",2017-01-27,-5,212.5,"MIL",-0.0156945945945948,37,"C"
"365","C","Alexis Ajinca",3000,"SA@NO 08:00PM ET",11.988,"NOR","New Orleans","San Antonio",2017-01-27,6,210.5,"SAS",-0.941505405405405,37,"C"
"366","C","Omer Asik",3000,"SA@NO 08:00PM ET",11.167,"NOR","New Orleans","San Antonio",2017-01-27,6,210.5,"SAS",-0.941505405405405,37,"C"
"367","PF/C","Meyers Leonard",3000,"Mem@Por 10:00PM ET",12.11,"POR","Portland","Memphis",2017-01-27,-1,205.5,"MEM",1.03883428571429,35,"C"
"368","C","Brandan Wright",3000,"Mem@Por 10:00PM ET",0,"MEM","Memphis","Portland",2017-01-27,1,205.5,"POR",-2.04740277777778,36,"C"
"369","C","Festus Ezeli",3000,"Mem@Por 10:00PM ET",0,"POR","Portland","Memphis",2017-01-27,-1,205.5,"MEM",1.03883428571429,35,"C"
"370","C","Ed Davis",3000,"Mem@Por 10:00PM ET",12.726,"POR","Portland","Memphis",2017-01-27,-1,205.5,"MEM",1.03883428571429,35,"C"
