"","teams","opp","date","opener.odds","opener.juice","pinn.odds","pinn.juice","opener","totals","totalsjuice"
"287","L.A. Sparks","Seattle Storm",2016-08-26,-4.5,-110,-5,-105,80,78.5,-104
"288","Seattle Storm","L.A. Sparks",2016-08-26,4.5,-110,5,-105,80,78.5,-108
"289","Washington Mystics","Indiana Fever",2016-08-27,3.5,-110,3,102,77.5,79,-113
"290","Indiana Fever","Washington Mystics",2016-08-27,-3.5,-110,-3,-112,77.5,79,101
"291","Connecticut Sun","Atlanta Dream",2016-08-28,1.5,-110,2,-108,83,81.5,117
"292","Atlanta Dream","Connecticut Sun",2016-08-28,-1.5,-110,-2,-102,83,81.5,-132
"293","Chicago Sky","Dallas Wings",2016-08-28,NA,-110,0.5,-111,85,86,-110
"294","Dallas Wings","Chicago Sky",2016-08-28,NA,-110,-0.5,101,85,86,-102
"295","Seattle Storm","Minnesota Lynx",2016-08-28,6,-110,5.5,112,78,76,107
"296","Minnesota Lynx","Seattle Storm",2016-08-28,-6,-110,-5.5,-124,78,76,-120
"297","San Antonio Stars","Washington Mystics",2016-08-28,5,-115,4.5,-104,76.5,75,116
"298","Washington Mystics","San Antonio Stars",2016-08-28,-5,-105,-4.5,-106,76.5,75,-130
"299","L.A. Sparks","Phoenix Mercury",2016-08-28,-2,-110,-1.5,-113,82.5,81.5,117
"300","Phoenix Mercury","L.A. Sparks",2016-08-28,2,-110,1.5,102,82.5,81.5,-132
"301","San Antonio Stars","Connecticut Sun",2016-08-30,4.5,-115,3.5,-101,78,78,102
"302","Connecticut Sun","San Antonio Stars",2016-08-30,-4.5,-105,-3.5,-109,78,78,-115
"303","Phoenix Mercury","Indiana Fever",2016-08-30,NA,-110,-0.5,-114,82.5,84,-122
"304","Indiana Fever","Phoenix Mercury",2016-08-30,NA,-110,0.5,103,82.5,84,109
"305","Dallas Wings","Seattle Storm",2016-08-31,2,-110,2.5,-101,82.5,83,-106
"306","Seattle Storm","Dallas Wings",2016-08-31,-2,-110,-2.5,-109,82.5,83,-106
"307","New York Liberty","Indiana Fever",2016-09-01,-1.5,-110,-1.5,-106,78,78,-107
"308","Indiana Fever","New York Liberty",2016-09-01,1.5,-110,1.5,-104,78,78,-105
"309","L.A. Sparks","San Antonio Stars",2016-09-01,-6.5,-115,-7.5,-106,75.5,75.5,102
"310","San Antonio Stars","L.A. Sparks",2016-09-01,6.5,-105,7.5,-104,75.5,75.5,-115
"311","Phoenix Mercury","Connecticut Sun",2016-09-02,-2,-110,-2.5,-110,82,80.5,-103
"312","Connecticut Sun","Phoenix Mercury",2016-09-02,2,-110,2.5,100,82,80.5,-109
"313","Washington Mystics","Minnesota Lynx",2016-09-02,7,-110,6,100,79,80.5,-107
"314","Minnesota Lynx","Washington Mystics",2016-09-02,-7,-110,-6,-110,79,80.5,-105
"315","Seattle Storm","Chicago Sky",2016-09-02,3,-105,3.5,100,82.5,81.5,101
"316","Chicago Sky","Seattle Storm",2016-09-02,-3,-115,-3.5,-110,82.5,81.5,-114
"317","L.A. Sparks","Dallas Wings",2016-09-02,-3.5,-110,-3,-110,82.5,80.5,-104
"318","Dallas Wings","L.A. Sparks",2016-09-02,3.5,-110,3,100,82.5,80.5,-108
"319","Phoenix Mercury","New York Liberty",2016-09-03,1.5,-115,1.5,-110,79,81.5,-113
"320","New York Liberty","Phoenix Mercury",2016-09-03,-1.5,-105,-1.5,100,79,81.5,101
"321","Washington Mystics","Dallas Wings",2016-09-04,1.5,-110,2,-116,81.5,82,-110
"322","Dallas Wings","Washington Mystics",2016-09-04,-1.5,-110,-2,105,81.5,82,-102
"323","San Antonio Stars","Chicago Sky",2016-09-04,6,-110,6,107,80.5,80.5,106
"324","Chicago Sky","San Antonio Stars",2016-09-04,-6,-110,-6,-118,80.5,80.5,-119
"325","Seattle Storm","Atlanta Dream",2016-09-04,2,-110,2,-101,81.5,80,101
"326","Atlanta Dream","Seattle Storm",2016-09-04,-2,-110,-2,-109,81.5,80,-113
"327","Indiana Fever","L.A. Sparks",2016-09-04,5,-115,4.5,-105,80.5,80.5,-118
"328","L.A. Sparks","Indiana Fever",2016-09-04,-5,-105,-4.5,-105,80.5,80.5,105
"329","Connecticut Sun","Minnesota Lynx",2016-09-04,6,-115,5.5,109,81,81,111
"330","Minnesota Lynx","Connecticut Sun",2016-09-04,-6,-105,-5.5,-120,81,81,-125
"331","Phoenix Mercury","Atlanta Dream",2016-09-06,-2,-105,-1.5,-110,85,85.5,105
"332","Atlanta Dream","Phoenix Mercury",2016-09-06,2,-115,1.5,100,85,85.5,-118
"333","Indiana Fever","San Antonio Stars",2016-09-06,-4,-115,-4,-114,76.5,77.5,-116
"334","San Antonio Stars","Indiana Fever",2016-09-06,4,-105,4,103,76.5,77.5,103
"335","Minnesota Lynx","L.A. Sparks",2016-09-06,0.5,-105,0.5,-115,80,79,-129
"336","L.A. Sparks","Minnesota Lynx",2016-09-06,-0.5,-115,-0.5,104,80,79,115
"337","Chicago Sky","Washington Mystics",2016-09-07,-1,-105,-2,-106,83.5,84.5,-108
"338","Washington Mystics","Chicago Sky",2016-09-07,1,-115,2,-104,83.5,84.5,-104
"339","Seattle Storm","New York Liberty",2016-09-07,3.5,-105,3,100,79.5,79.5,-106
"340","New York Liberty","Seattle Storm",2016-09-07,-3.5,-115,-3,-110,79.5,79.5,-106
"341","Atlanta Dream","L.A. Sparks",2016-09-08,4.5,-110,5,-101,81.5,81.5,-102
"342","L.A. Sparks","Atlanta Dream",2016-09-08,-4.5,-110,-5,-109,81.5,81.5,-110
"343","Seattle Storm","Washington Mystics",2016-09-09,1.5,-110,1,103,81,82,110
"344","Washington Mystics","Seattle Storm",2016-09-09,-1.5,-110,-1,-114,81,82,-124
"345","Chicago Sky","Indiana Fever",2016-09-09,2.5,-110,3.5,112,84,84,-103
"346","Indiana Fever","Chicago Sky",2016-09-09,-2.5,-110,-3.5,-124,84,84,-109
"347","Connecticut Sun","New York Liberty",2016-09-09,3,-115,2.5,105,81,82,103
"348","New York Liberty","Connecticut Sun",2016-09-09,-3,-105,-2.5,-116,81,82,-116
"349","Dallas Wings","San Antonio Stars",2016-09-09,-2,-110,-2,-105,78.5,79,-109
"350","San Antonio Stars","Dallas Wings",2016-09-09,2,-110,2,-105,78.5,79,-103
"351","Chicago Sky","Connecticut Sun",2016-09-11,0,-110,1.5,-105,84.5,86.5,-117
"352","Connecticut Sun","Chicago Sky",2016-09-11,0,-110,-1.5,-105,84.5,86.5,104
"353","Indiana Fever","Washington Mystics",2016-09-11,0,-110,NA,-110,79.5,80.5,-116
"354","Washington Mystics","Indiana Fever",2016-09-11,0,-110,NA,-110,79.5,80.5,103
"355","New York Liberty","Dallas Wings",2016-09-11,-1,-115,-1,-111,83,84.5,-132
"356","Dallas Wings","New York Liberty",2016-09-11,1,-105,1,101,83,84.5,117
"357","Minnesota Lynx","San Antonio Stars",2016-09-11,-6.5,-110,-6,-110,76,77.5,-116
"358","San Antonio Stars","Minnesota Lynx",2016-09-11,6.5,-110,6,100,76,77.5,103
"359","Atlanta Dream","Phoenix Mercury",2016-09-11,3,-105,3,101,82.5,82.5,105
"360","Phoenix Mercury","Atlanta Dream",2016-09-11,-3,-115,-3,-111,82.5,82.5,-118
"361","L.A. Sparks","Seattle Storm",2016-09-11,-1,-115,-1,-105,78.5,78.5,116
"362","Seattle Storm","L.A. Sparks",2016-09-11,1,-105,1,-105,78.5,78.5,-131
"363","San Antonio Stars","Atlanta Dream",2016-09-13,4.5,-110,4.5,-102,80,79.5,112
"364","Atlanta Dream","San Antonio Stars",2016-09-13,-4.5,-110,-4.5,-108,80,79.5,-126
"365","Indiana Fever","Connecticut Sun",2016-09-13,-0.5,-115,-0.5,109,82,83,-113
"366","Connecticut Sun","Indiana Fever",2016-09-13,0.5,-105,0.5,-120,82,83,101
"367","Washington Mystics","New York Liberty",2016-09-13,3,-105,2,-100,80.5,83.5,-116
"368","New York Liberty","Washington Mystics",2016-09-13,-3,-115,-2,-110,80.5,83.5,103
"369","Minnesota Lynx","Chicago Sky",2016-09-13,-2.5,-115,-2.5,-122,84,85.5,-125
"370","Chicago Sky","Minnesota Lynx",2016-09-13,2.5,-105,2.5,111,84,85.5,111
"371","Phoenix Mercury","L.A. Sparks",2016-09-13,1.5,-110,1,108,81,81.5,-111
"372","L.A. Sparks","Phoenix Mercury",2016-09-13,-1.5,-110,-1,-119,81,81.5,-101
"373","Washington Mystics","Atlanta Dream",2016-09-15,1.5,-110,1,102,82.5,82.5,-116
"374","Atlanta Dream","Washington Mystics",2016-09-15,-1.5,-110,-1,-112,82.5,82.5,103
"375","Seattle Storm","Phoenix Mercury",2016-09-15,3,-110,3.5,100,82,81.5,116
"376","Phoenix Mercury","Seattle Storm",2016-09-15,-3,-110,-3.5,-110,82,81.5,-131
"377","Dallas Wings","Connecticut Sun",2016-09-16,2.5,-110,2.5,-107,86.5,88,100
"378","Connecticut Sun","Dallas Wings",2016-09-16,-2.5,-110,-2.5,-103,86.5,88,-112
"379","Minnesota Lynx","Indiana Fever",2016-09-16,-2,-105,-0.5,-105,82,83,-109
"380","Indiana Fever","Minnesota Lynx",2016-09-16,2,-115,0.5,-105,82,83,-103
"381","New York Liberty","Chicago Sky",2016-09-16,1.5,-105,2,104,85.5,87.5,-108
"382","Chicago Sky","New York Liberty",2016-09-16,-1.5,-115,-2,-115,85.5,87.5,-104
"383","San Antonio Stars","L.A. Sparks",2016-09-16,7.5,-115,6,105,75,74,-116
"384","L.A. Sparks","San Antonio Stars",2016-09-16,-7.5,-105,-6,-116,75,74,103
"385","Atlanta Dream","Minnesota Lynx",2016-09-17,4,-110,4,-105,81.5,83,-109
"386","Minnesota Lynx","Atlanta Dream",2016-09-17,-4,-110,-4,-105,81.5,83,-103
"387","Connecticut Sun","Washington Mystics",2016-09-18,1,-105,0.5,-101,83,84,128
"388","Washington Mystics","Connecticut Sun",2016-09-18,-1,-115,-0.5,-109,83,84,-144
"389","Dallas Wings","Indiana Fever",2016-09-18,4,-115,4,100,85,85.5,-133
"390","Indiana Fever","Dallas Wings",2016-09-18,-4,-105,-4,-110,85,85.5,118
"391","Phoenix Mercury","San Antonio Stars",2016-09-18,-4,-115,-3.5,-110,79,80.5,-106
"392","San Antonio Stars","Phoenix Mercury",2016-09-18,4,-105,3.5,-100,79,80.5,-106
"393","Chicago Sky","Seattle Storm",2016-09-18,2,-115,3.5,105,83.5,85,-114
"394","Seattle Storm","Chicago Sky",2016-09-18,-2,-105,-3.5,-116,83.5,85,101
"395","Phoenix Mercury","Indiana Fever",2016-09-21,0,-110,-2.5,102,80,79,109
"396","Indiana Fever","Phoenix Mercury",2016-09-21,0,-110,2.5,-112,80,79,-123
"397","Seattle Storm","Atlanta Dream",2016-09-21,0.5,-105,-2.5,107,80.5,78.5,-102
"398","Atlanta Dream","Seattle Storm",2016-09-21,-0.5,-115,2.5,-118,80.5,78.5,-110
"399","Phoenix Mercury","New York Liberty",2016-09-24,-1,-110,-1,-104,80.5,82.5,-114
"400","New York Liberty","Phoenix Mercury",2016-09-24,1,-110,1,-106,80.5,82.5,101
"401","Atlanta Dream","Chicago Sky",2016-09-25,1.5,-110,1,-101,86,84,-106
"402","Chicago Sky","Atlanta Dream",2016-09-25,-1.5,-110,-1,-109,86,84,-106
"403","Phoenix Mercury","Minnesota Lynx",2016-09-28,3,-105,3,101,82.5,83.5,-106
"404","Minnesota Lynx","Phoenix Mercury",2016-09-28,-3,-115,-3,-111,82.5,83.5,-106
"405","Chicago Sky","L.A. Sparks",2016-09-28,5,-105,6,-103,83,85.5,-110
"406","L.A. Sparks","Chicago Sky",2016-09-28,-5,-115,-6,-107,83,85.5,-102
"407","Phoenix Mercury","Minnesota Lynx",2016-09-30,4,-110,3.5,-106,84.5,85.5,-114
"408","Minnesota Lynx","Phoenix Mercury",2016-09-30,-4,-110,-3.5,-104,84.5,85.5,101
"409","Chicago Sky","L.A. Sparks",2016-09-30,6,-105,6.5,103,83,86.5,-116
"410","L.A. Sparks","Chicago Sky",2016-09-30,-6,-115,-6.5,-114,83,86.5,103
